rev_id	comment	is_toxic	split
wikipedia_random21100017_Orchestra of the Music Makers_37	"More recently, continuing a trend of critically acclaimed performances of Mahler's symphonies, the performance of the 5th Symphony was regarded as ""being characterised by force of will and an overall sweep that was totally captivating"" and ""a totally absorbing and at times electrifying performance...the famous Adagietto floated along ethereally, completely devoid of excess pathos...and among the more memorable live performances I have attended in my time have been those from Horenstein and Bernstein, neither of which, I can honestly say, quite matched what Chan produced with his dedicated bunch of amateurs.""."	False	train
wikipedia_random7287191_Tennessee's 8th congressional district_11	The major constituencies in the district are small-to-medium-scale farmers and working-class whites (mostly employees of small industries or trades) in the rural areas, Memphis suburbanites in Tipton and eastern Shelby counties (the U.S. Navy operates a base in Millington), affluent residents of Jackson who regularly vote Republican and African-American Democrats (generally more progressive ideologically than the region's white officeholders) who reside in the counties along the Mississippi River, those parts of Tennessee where slavery was most prevalent prior to the Civil War.	False	dev
wikipedia_random2019576_Education in Italy_75	According to National Science Indicators (1981–2002), a database produced by Research Services Group containing listings of output and citation statistics for more than 90 countries, Italy has an above-average output of scientific papers (in terms of number of papers written with at least one author being from Italy) in space science (9.75% of papers in the world being from Italy), mathematics (5.51% of papers in the world), computer science, neurosciences, and physics; the lowest, but still slightly above world-average, output in terms of number of papers produced is recorded in the social sciences, psychology and psychiatry, and economics and business.	False	train
wikipedia_random298472_Miramare Castle_52	"The park is also characterised by the presence of some buildings included in Junker’s project: the Castelletto – inhabited off and on by Maximilian and Charlotte – on which work began at the same time as work on the castle; the greenhouses, intended for the growing of the plants to be placed in the park; the ruins of the chapel dedicated to Saint Canciano, in whose apse is preserved a cross made from the wood of the frigate Novara, which was laid up in 1899; and lastly a little house, used nowadays as a coffee-shop, the ""Swiss house"", placed at the edge of the swans’ lake."	False	train
wikipedia_random7583337_Kathiawar Agency_10	Western Kathiawar Agency (from 1926 onwards) According to the Imperial Gazetteer, the Kathiawar Agency was divided for administrative purposes into four prants or divisions - JHALAWAR, HALAR, SORATH and GOHELWAR - and its 193 princely states had since 1863 been arranged in seven classes: eight First-class States, six Second-class states, eight Third-class states, nine Fourth-class states, sixteen Fifth-class states, thirty sixth-class states, five seventh-class states, with the remaining 111 petty states combined into thana circles.	False	train
wikipedia_random1720678_News broadcasting_40	Canadian television stations normally broadcast newscasts between two and four times a day: usually at noon; 5:00, 5:30 and 6:00 p.m. in the evening, and 11:00 p.m. at night (there are some variations to this: stations affiliated with CTV usually air their late evening newscasts at 11:30 p.m., due to the scheduling of the network's national evening news program CTV National News at 11:00 p.m. in all time zones; most CBC Television-owned stations formerly carried a 10-minute newscast at 10:55 p.m., following The National, these were expanded to a half-hour and moved to 11:00 p.m. during the fall of 2012).	False	test
wikipedia_random40171928_Into the Woods (film)_14	The Witch's demands eventually bring the Baker and his Wife into contact with Jack (Daniel Huttlestone), who is selling his beloved cow, Milky-White, and to whom the Baker offers magic beans left him by his father (which were stolen from the Witch) which grow into a large beanstalk; with Red Riding Hood (Lilla Crawford), whose ruby cape the couple notices when she stops to buy sweets on her way to grandmother's house; with Rapunzel (MacKenzie Mauzy), whose tower the Baker's Wife passes in the woods; and with Cinderella (Anna Kendrick), who also runs into the Baker's Wife while fleeing from the pursuing Prince (Chris Pine).	False	train
wikipedia_random8332172_Nacaduba kurava_5	Forewing: transversely traversed by three pairs of white strigae, the innermost pair slightly curved, from subcostal vein to vein 1 across the middle of the cell; the inner striga of the medial pair complete, crosses on the inner side of the discocellulars from subcostal vein to vein 1, the outer striga beyond the discocellulars from vein 7 to vein 1, interrupted in interspace 5; the outer pair of strigae are discal and cross -from vein 7 to vein 3, the inner striga of the pair impinging at vein 3 on the outer striga of the medial pair; these are followed by an inner and an outer subterminal slender lunular line, a terminal series of slender transversely linear spots edged outwardly by a very slender white, and an anticiliary dark brown line.	False	train
wikipedia_random30670410_National Down Syndrome Congress_7	Past presidents are Pete Starr (1973–1976), Owings Mills, Maryland; Sig Pueschel(1976–1977), East Greenwich, Rhode Island; Robert Glasgow (1977–1978), Washington, DC; Lucille Msall (1978–1979), Oak Park, Illinois; Diane Crutcher (1979–1982), Normal, Illinois; Tom O'Neill (1982–1985), Ft. Wayne, Indiana; Frank Murphy (1985–1988), Atlanta, Georgia; Kathleen Marafino (1988–1990), St. Louis, Missouri; Michal Clark (1990–1993), Bakersfield, California; Maureen Babula (1993–1996), Phillipsburg, New Jersey; Betty Hersey (1996–1999), Dallas, Texas; Jo Ann Simons (2000–2001) Swampscott, Massachusetts; Kathleen Marafino (2001–2002) Cicero, New York; Judy Martz (2002–2005) Littleton, Colorado; Rich Robison (2005–2008) Sudbury, Massachusetts; Brooks Robinson (2008-2011) Pittsburgh, Pennsylvania, James Faber (2011-2014) Monument, Colorado, and, Dr. Marilyn Tolbert (2014-2017), Fort Worth, Texas.	False	train
wikipedia_random25699056_Sanctions against Iran_24	Banned Iran from participating in any activities related to ballistic missiles, tightened the arms embargo, travel bans on individuals involved with the program, froze the funds and assets of the Iranian Revolutionary Guard and Islamic Republic of Iran Shipping Lines, and recommended that states inspect Iranian cargo, prohibit the servicing of Iranian vessels involved in prohibited activities, prevent the provision of financial services used for sensitive nuclear activities, closely watch Iranian individuals and entities when dealing with them, prohibit the opening of Iranian banks on their territory and prevent Iranian banks from entering into relationship with their banks if it might contribute to the nuclear program, and prevent financial institutions operating in their territory from opening offices and accounts in Iran.	False	train
wikipedia_random43519544_Bahrain–Qatar relations_27	Undersecretary of Nationality, Passport and Residence Affairs of Bahrain, Sheikh Rashid bin Khalifa Al-Khalifa, was quoted as saying,“We are confident that Qatar, a brotherly neighbour with Bahrain, will reconsider its position on this matter because naturalising Bahrainis negatively affects the security situation and the high national interests of Bahrain.” He also claimed that being a citizen of a country part of the GCC gave citizens of one country the right to work, own property and move between the other member countries thus changing nationalities wouldn't be necessary.	False	train
wikipedia_random1169612_WABM_69	WABM is one of the few remaining U.S. television stations that continues to sign off during the overnight hours, occurring on Sunday night/early Monday mornings from 1:30 to 5:00 a.m. From 1992 to 2014, WABM held the local broadcast rights to college football and basketball games from the Atlantic Coast Conference through Raycom Sports and its predecessor sports syndication services (with games televised as part of its ACC Network arm from 2009 onward), airing most regular season games from selected conference teams each year as well as games from the first three rounds of the ACC Men's Basketball Tournament.	False	dev
wikipedia_random43554599_Speed limits in the United States by jurisdiction_122	Florida has a maximum speed limit of 70 mph (110 km/h), found on freeways, including rural Interstate Highways, some urban freeways including I-4 in Lakeland, I-75 in Tampa and Miami (where I-75 ends), I-95 near Daytona Beach and from Military Trail to Florida State Route 706 in Palm Beach County, portions of the Orlando area Toll Roads such as SR 417 and SR 429, Florida's Turnpike through Port St Lucie and Orlando, I-10 close to Tallahassee, and most other rural limited access toll roads such as the Suncoast Parkway and the Beachline Expressway and rural portions of Florida's Turnpike.	False	test
wikipedia_random52017634_New Haven Independent_22	Notable alumni of the paper include Latino Studies scholar Elizabeth Coonrod Martinez of DePaul University; Cynthia Savo of the Yale Child Study Center; Margaret Spillane, writer for The Nation and Salon.com and teacher of Cultural Journalism at Yale University; New Haven political press secretary Khalid Lum; investigative journalist and 2008 Alicia Patterson Fellow Carole Bass; Joel Schechter, professor at San Francisco State University and author, Messiahs of 1933: How Yiddish Theatre Survived Adversity through Satire; Bruce Shapiro, director of the Dart Center for Journalism and Trauma at Columbia Journalism School and a contributing editor to The Nation; Virginia Blaisdell, photographer and designer; Hartford Courant theater critic Christopher Arnott; and Joel Keehn, senior healthcare editor of Consumer Reports.	False	test
wikipedia_random2058337_Picatrix_40	"Martin Plessner suggests that a translator of the Picatrix established a medieval definition of scientific experiment by changing a passage in the Hebrew translation of the Arabic original, establishing a theoretical basis for the experimental method: ""the invention of an hypothesis in order to explain a certain natural process, then the arranging of conditions under which that process may intentionally be brought about in accordance with the hypothesis, and finally, the justification or refutation of the hypothesis, depending on the outcome of the experiment""."	False	train
wikipedia_random1720678_News broadcasting_93	Spanish-language news programs are provided by Univision, which produces early and late evening editions of its flagship evening news program Noticiero Univision seven nights a week (and was the only nightly newscast on the major Spanish networks until Telemundo resumed its weekend newscasts in October 2014), along with weekday afternoon newsmagazine Primer Impacto and weekday morning program Despierta America); Telemundo, which has a daily flagship evening newscast Noticiero Telemundo, along with weekday morning program Un Nuevo Día and weekday afternoon newsmagazine Al Rojo Vivo; MundoFox, which produces the weekday-only flagship newscast Noticias MundoFox, along with a weekday afternoon newsmagazine MundoFox ¡Y Ya!	False	train
wikipedia_random6826161_Real Audiencia of Charcas_6	In Ciudad de la Plata de Nuevo Toledo, Province of the Charcas in Peru, shall reside another Royal Audiencia and Chancellery of ours, with a president; five judges of civil cases [oidores], who shall also be judges of criminal cases [alcaldes del crimen]; a crown attorney [fiscal]; a bailiff [alguacil mayor]; a lieutenant of the Gran Chancellor; and the other necessary ministers and officials; and which shall have for district the Province of the Charcas, all of El Collao, from the town of Ayabiri, along the road of Urqusuyu, from the town of Asillo by the road of Umasuyu, from Atuncana, by the road of Arequipa, towards the part of the Charcas, inclusive with the Provinces of Sangabana, Carabaya, Juríes y Diaguitas, Moyos [see also Moxos people] and Ch'unchu, and Santa Cruz de la Sierra, sharing borders: in the north with the Royal Audiencia of Lima and provinces not yet discovered; in the south with the Royal Audiencia of Chile; and in the east and west with the two Seas of the North and South and the line of demarcation between the Crowns of the Kingdoms of Castile and Portugal, along the Province of Santa Cruz of Brazil.	False	train
wikipedia_random25228271_Sharpsville Area School District_516	Several exceptions were maintained: 1) costs to pay interest and principal on indebtedness incurred prior to September 4, 2004 for Act 72 schools and prior to June 27, 2006 for non-Act 72 schools; 2) costs to pay interest and principal on electoral debt; 3) costs incurred in providing special education programs and services (beyond what is already paid by the State); and 4) costs due to increases of more than the Index in the school’s share of payments to PSERS (PA school employees pension fund) taking into account the state mandated PSERS contribution rate.	False	train
wikipedia_random45579283_The Woman Who Gave_9	"For example, the Chicago Board of Censors required a cut, in Reel 1, of the intertitle ""Colette is not that kind"", the entire struggle incident including closeups the man suggestively leering at the young woman, the woman's look of fear, the dragging of the woman towards the bedroom, and the two intertitles ""Let me go or I'll kill myself"" and ""You are mine and there is no escape"", Reel 2, all closeups of men at table looking salaciously at young semi-nude woman on table, the first and third scenes of semi-nude woman on table and to flash the second scene, and, Reel 4, the man pulling the gown off of the woman's shoulder and kissing her."	False	test
wikipedia_random18077896_Global Energy and Water Cycle Experiment_65	CEOP projects interacted with other non-GEWEX projects like CLIVAR and CLiC The results of the build-up phase include 15 to 25 years of study, measured the indirect effects of aerosols, compiled a correlated data set, some reductions in uncertainty GEWEX claims the following accomplishments: A long period data set of clouds, rain fall, water vapor, surface radiation, and aerosols with no indication of large global trends, but with evidence of regional variability, models showing increased precipitation, and showed the importance of regional factors, such as water and soil conservation in regional climate change.	False	train
wikipedia_random39924830_FOR VETS Act of 2013_6	The Formerly Owned Resources for Veterans to Express Thanks for Service Act of 2013 or the FOR VETS Act of 2013 would authorize the transfer of federal surplus property to a state agency for distribution through donation within the state for purposes of education or public health for organizations whose membership comprises substantially veterans and whose representatives are recognized by the United States Secretary of Veterans Affairs (VA) in the preparation, presentation, and prosecution of claims under laws administered by the Secretary.	False	train
wikipedia_random3246303_2006 Australian Open_16	Bob Bryan /  Mike Bryan defeated  Martin Damm /  Leander Paes, 4–6, 6–3, 6–4 Yan Zi /  Zheng Jie defeated  Samantha Stosur /  Lisa Raymond, 2–6, 7–6(7), 6–3 Martina Hingis /  Mahesh Bhupathi defeated  Elena Likhovtseva /  Daniel Nestor, 6–3, 6–3  Alexandre Sidorenko defeated  Nick Lindahl, 6–3, 7–6(4) Anastasia Pavlyuchenkova defeated  Caroline Wozniacki, 1–6, 6–2, 6–3 Błażej Koniusz /  Grzegorz Panfil defeated  Kellen Damico /  Nathaniel Schnugg, 7–6(5), 6–3 Sharon Fichman /  Anastasia Pavlyuchenkova defeated  Alizé Cornet /  Corinna Dentoni, 6–2, 6–2  reference reference	False	test
wikipedia_random2409753_Pines of Rome_27	The score of Pines of Rome calls for three flutes (the third doubling piccolo), two oboes, cor anglais, two clarinets in B♭ and A, bass clarinet in B♭ and A, two bassoons, contrabassoon; four horns in F and E, three trumpets in B♭, two tenor trombones, bass trombone, tuba, six buccine in B♭ (two sopranos, two tenors, two basses; usually played on flugel and saxhorns); a percussion section with timpani, bass drum, snare drum, cymbals, two small cymbals, tam-tam, triangle, ratchet, tambourine, glockenspiel; organ, piano, celesta; harp; gramophone; and strings.	False	dev
wikipedia_random5923687_Gaylord College of Journalism and Mass Communication_49	"Regularly scheduled shows include a live, daily newscast ""OU Nightly""(5 days per week during spring and fall semesters, this show is also seen on Cox 3 across Oklahoma), ""The Set"", a local and regional band show shot live with recordings distributed over cable and web streams and via youtube.com/outheset, ""Game Day U"", a live pregame show originating from venues around the Big 12 conference, ""Sportspad"", a sports oriented show produced in conjunction with Soonervision and airing on Fox Sports Network, along with other documentary, multi-camera, comedy, talk, and game shows."	False	train
wikipedia_random14994474_Gmina Kozienice_3	Apart from the town of Kozienice, Gmina Kozienice contains the villages and settlements of Aleksandrówka, Brzeźnica, Budy, Chinów, Cudów, Cztery Kopce, Dąbrówki, Holendry Kozienickie, Holendry Kuźmińskie, Janików, Janików-Folwark, Janów, Katarzynów, Kępa Bielańska, Kępa Wólczyńska, Kępeczki, Kociołki, Kuźmy, Łaszówka, Łuczynów, Majdany, Michałówka, Nowa Wieś, Nowiny, Opatkowice, Piotrkowice, Przewóz, Psary, Ruda, Samwodzie, Selwanówka, Śmietanki, Stanisławice, Staszów, Świerże Górne, Wilczkowice Górne, Wójtostwo, Wola Chodkowska, Wólka Tyrzyńska, Wólka Tyrzyńska B and Wymysłów.	False	train
wikipedia_random101610_Albi_47	"UNESCO's World Heritage Centre notes the Old Bridge (Pont-Vieux), the Saint-Salvi quarter, the quarter's church, the fortified cathedral (late 13th century) in unique southern French Gothic style from local brick, the bishop’s Palais de la Berbie, and residential quarters, which help the Episcopal City of Albi form a ""coherent and homogeneous ensemble of monuments and quarters that has remained largely unchanged over the centuries... a complete built ensemble representative of a type of urban development in Europe from the Middle Ages to the present day."""	False	test
wikipedia_random5451400_Marconi Society_2	The Marconi Fellows are Sir Eric A. Ash (1984), Paul Baran (1991), Sir Tim Berners-Lee (2002), Claude Berrou (2005), Sergey Brin (2004), Francesco Carassa (1983), Vinton G. Cerf (1998), Andrew Chraplyvy (2009), Colin Cherry (1978), John Cioffi (2006), Arthur C. Clarke (1982), Martin Cooper (2013), Whitfield Diffie (2000), Federico Faggin (1988), James Flanagan (1992), David Forney, Jr. (1997), Robert G. Gallager (2003), Robert N. Hall (1989), Izuo Hayashi (1993), Martin Hellman (2000), Hiroshi Inose (1976), Irwin M. Jacobs (2011), Robert E. Kahn (1994) Sir Charles Kao (1985), James R. Killian (1975), Leonard Kleinrock (1986), Herwig Kogelnik (2001), Robert W. Lucky (1987), James L. Massey (1999), Robert Metcalfe (2003), Lawrence Page (2004), Yash Pal (1980), Seymour Papert (1981), Arogyaswami Paulraj (2014), David N. Payne (2008), John R. Pierce (1979), Ronald L. Rivest (2007), Arthur L. Schawlow (1977), Allan Snyder (2001), Robert Tkach (2009), Gottfried Ungerboeck (1996), Andrew Viterbi (1990), Jack Keil Wolf (2011), Jacob Ziv (1995).	False	train
wikipedia_random40471_Thessaloniki_110	"In 1916, pro-Venizelist Greek army officers and civilians, with the support of the Allies, launched an uprising, creating a pro-Allied temporary government by the name of the ""Provisional Government of National Defence"" that controlled the ""New Lands"" (lands that were gained by Greece in the Balkan Wars, most of Northern Greece including Greek Macedonia, the North Aegean as well as the island of Crete); the official government of the King in Athens, the ""State of Athens"", controlled ""Old Greece"" which were traditionally monarchist."	False	dev
wikipedia_random23214055_Religion in Kerala_14	Some of the most notable temples are: Guruvayur Temple, Thrissur Vadakkunnathan Temple, Thirumandham kunnu Temple,Sabarimala Ayyappa Temple, Thiruvananthapuram Padmanabhaswamy Temple, Aranmula Parthasarathy Temple, Chottanikkara Temple, Chengannur Mahadeva Temple, Parassinikadavu Muthappan Temple, Chettikulangara Devi Temple, Mannarasala Temple, Chakkulathukavu Temple, Thiruvalla Sreevallabha Temple, Kaviyoor Mahadevar Temple, Parumala Panayannarkavu Temple, Sree Poornathrayesa Temple, Kodungallur Bhagavathy Temple, and Rajarajeshwara Temple.	False	dev
wikipedia_random14205_Herbert A. Simon_172	"These include: becoming a fellow of the American Academy of Arts and Sciences in 1959; election to the National Academy of Sciences in 1967; APA Award for Distinguished Scientific Contributions to Psychology (1969); the ACM's Turing Award for making ""basic contributions to artificial intelligence, the psychology of human cognition, and list processing"" (1975); the Nobel Memorial Prize in Economics ""for his pioneering research into the decision-making process within economic organizations"" (1978); the National Medal of Science (1986); the APA's Award for Outstanding Lifetime Contributions to Psychology (1993); ACM fellow (1994); and IJCAI Award for Research Excellence (1995)."	False	dev
wikipedia_random917839_Reparations Agreement between Israel and West Germany_4	"According to the website of the Conference on Jewish Material Claims Against Germany, or Claims Conference, ""In response to calls from Jewish organizations and the State of Israel, in September 1951 Chancellor Konrad Adenauer of West Germany addressed his Parliament: ""… unspeakable crimes have been committed in the name of the German people, calling for moral and material indemnity … The Federal Government are prepared, jointly with representatives of Jewry and the State of Israel … to bring about a solution of the material indemnity problem, thus easing the way to the spiritual settlement of infinite suffering.""."	False	train
wikipedia_random33455929_Houzz_52	In 2015, the American Society of Interior Designers (ASID) partnered with Houzz “to increase public awareness on the impact and value of interior designers.” In January 2016, The National Association of Home Builders (NAHB) and Houzz announced a strategic alliance to “help NAHB members use Houzz’s technology and marketing capabilities to connect with a community of 35 million users interested in building or renovating their homes.” In November 2016, the company launched Houzz Scholarships, a program that supports the next generation of students studying architecture, interior design and landscape architecture.	False	train
wikipedia_random11261155_Censorship in Malaysia_145	"Under subsection 48(3) and (4) of the Penang Islamic Religious Administration Enactment 2004, non-Muslims in Peninsular Malaysia are penalised for using the following words, or to write or publish them, in any form, version or translation in any language or for use in any publicity material in any medium: ""Allah"", ""Firman Allah"", ""Ulama"", ""Hadith"", ""Ibadah"", ""Kaabah"", ""Qadhi'"", ""Illahi"", ""Wahyu"", ""Mubaligh"", ""Syariah"", ""Qiblat"", ""Haji"", ""Mufti"", ""Rasul"", ""Iman"", ""Dakwah"", ""Wali"", ""Fatwa"", ""Imam"", ""Nabi"", ""Sheikh"", ""Khutbah"", ""Tabligh"", ""Akhirat"", ""Azan"", ""Al Quran"", ""As Sunnah"", ""Auliya'"", ""Karamah"", ""Syahadah"", ""Baitullah"", ""Musolla"", ""Zakat Fitrah"", ""Hajjah"", ""Taqwa"" and ""Soleh""."	False	dev
wikipedia_random1205726_Michael Bennett (theater)_28	"The 2008 feature-length documentary ""Every Little Step"" chronicles the casting process of A Chorus Line's 2006 revival, with re-created choreography by Bennett's long-time associate Baayork Lee, and, in the course of the film, the saga of the original production is re-told as well, through the use of old film clips and revealing interviews from the original collaborators, including Lee, Bob Avian (who was the show's original co-choreographer with Bennett and the director of the revival), composer Marvin Hamlisch and the original's leading lady, Donna McKechnie."	False	dev
wikipedia_random44838369_Radiation Control for Health and Safety Act of 1968_95	(2) Members of the Committee who are not officers or employees of the United States shall, while attending meetings or conferences of the Committee or otherwise engaged in the business of the Committee, be entitled to receive compensation at a rate fixed by the Secretary, but not exceeding $100 per diem (including travel time), and while away from their homes or regular places of business they may be allowed travel expenses, including per diem in lieu of subsistence, as authorized in section 5703 of title 5 of the United States Code for persons in the Government service employed intermittently.	False	train
wikipedia_random22687789_Slavic influence on Romanian_15	Early Slavic features in Romanian have a primarily South Slavic (mainly Bulgarian and somewhat less, but also present Serbian) character (Bulgarian loanwords were brought by Bulgarian settlers from First and Second Bulgarian Empires), while later borrowings (especially in the modern Republic of Moldova, where the majority of the population continues to be bilingual or multilingual) have East Slavic (mostly Russian, due to the Soviet Union, and less frequently Rusyn or Ukrainian) origin; the latter is caused by the Romanianization policies of the territories of Bukovina (today split between Romania and Ukraine) and Bessarabia (today by 2/3 in the Republic of Moldova and 1/3 in Ukraine), historically populated by the Romanians and Ukrainians for hundreds of years, that brought the closure of the Ukrainian public schools (all such schools were closed until 1928) and the suppression of most of the Ukrainian (Ruthenian) cultural institutions.	False	dev
wikipedia_random1720678_News broadcasting_45	CBC Television, Global and CTV each produce national evening newscasts (The National, Global National and CTV National News, respectively), which unlike the American network newscasts do not compete with one another in a common timeslot; while Global National airs at the same early evening time slot as the American evening network newscasts, The National's 10:00 p.m. Eastern Time slot competes against primetime entertainment programming on the private broadcast networks, while CTV National News airs against locally produced 11:00 p.m. newscasts on other stations.	False	train
wikipedia_random6456373_GraphicAudio_15	Some of the series and titles available are A Town Called Fury, Blood Bond, Blood Valley, Border Empire Trilogy, Dante Valentine, DC Comics, Deathlands, Deathstalker, The Demon Wars Saga, The Destroyer (fiction), Dragon King Trilogy, Doomsday Warrior, Eagles, Earth Blood, Elantris, Executioner, The First Mountain Man, The Forrest Kingdom Saga, The Gospel of Mark, Jackknife, The Last Gunfighter, The Loner, Mack Bolan, Mark Dalton (series), Mistborn, The Mountain Man, The Night Angel Trilogy, North America's Forgotten Past, Outlanders, Rogue Angel, The Serrano Legacy, Sidewinders, Sons of Texas, Stony Man, The Survivalist, Texas Rangers, Vampire Earth, Vatta's War, Wayne of Gotham and Warbreaker.	False	test
wikipedia_random42635075_Athena (Andreadis)_10	She has collaborated, recorded, performed and written songs with several internationally acclaimed and award-winning artists and songwriters including Eric Appapoulay (Natasha Bedingfield, Cat Stevens), Richard Causon (Ryan Adams, Ethan Johns, The Kings of Leon, Rufus Wainwright), Geoff Martyn (Travis), Chaz Jankel (Blockheads), Marti Pellow (Wet Wet Wet), David Saw (Carly Simon, Ben Taylor), Adam Levy (Norah Jones), Mike Rowe (Sheryl Crowe), Ben Trigg (Arctic Monkeys, Razorlight), Darren Berry (La Roux), Chesney Hawkes, Richard Cassell (Plan B), Ethan Allen (Ben Harper), Miles Zuniga (Fastball), Tobias Froberg (Ane Brun, Lisa Ekdahl), Leslie Satcher and Rebecca Martin.	False	dev
wikipedia_random15863594_Pretty Little Dutch Girl_229	"In the Wee Sing Video Series video Grandpa's Magical Toys, the song is represented and sung by a blonde-haired Barbie-like doll in Dutch traditional costume aptly named ""Dutch Girl"" (played by Jacqueline ""Jacque"" Drew) that enjoys jump-roping and is very concerned about the red ribbons tying her long braids together; she even gets very emotional when those ribbons come undone (she prefers them to be straight), but the three shrunken children in the movie (named Peter, David and Sara) talk her out of her moping and convince her that her then-straight ribbons aren't the reason why she played with them."	False	test
wikipedia_random3393026_Jabal Amel_10	Besides Shi'a Muslims, other religious groups include: Sunni Muslims (Sidon, Ain al-Meir, Yarine, Marwahine, Kfar Hamam, Kfar); Druze (Hasbaya area); Jews (Marjeyoun, Bint Jbeil, Sidon, Tyre, Hasbaya area); Maronite and Greek Catholics (Marjeyoun, Aishieh, Jezzine, Bkassine, Kfar Falous, Maghdouché, Mieh ou Mieh, Ain Ebel, Debel, Rmaich, Qaouzah, and Alma Chaab); Greek Catholics (Deir Mimas, Ibel el Saqui, Kfaroueh, Marjeyoun, Markaba, Qlaia and Jezzine); Greek Orthodox Christians (Marjayoun, Deir Mimas, Rachaya Al Foukhar and Hasbaya areas); and Alewives (Ghajar village).	False	train
wikipedia_random35102570_A Garland for Dr. K._27	David Bedford: Garland for Dr. K; Hugh Wood: Garland for Dr. K.; Pierre Boulez: Pour le Dr. Kalmus, for flute, clarinet, viola, violoncello, and piano; Richard Rodney Bennett: Impromptus, for flute; Luciano Berio: Modification and Instrumentation of a Famous Hornpipe as a Merry and Altogether Sincere Homage to Uncle Alfred, for flute, clarinet, percussion, harpsichord, viola, and cello; Cristóbal Halffter: Oda para felicitar a un amigo; Roman Haubenstock-Ramati: Rounds; Harrison Birtwistle: Some Petals from My Twickenham Herbarium, for piccolo, piano, glockenspiel, clarinet, violin, and violoncello; Karlheinz Stockhausen: Für Dr K; Bernard Rands: Monotone; Henri Pousseur: Echos II de votre Faust, for flute, cello, and piano.	False	train
wikipedia_random18371901_Netmage_6	Post Cinema/Postmemory It is a cinema made of multi-projections on a number of screens with no seating, a multiplication of narrative traces, possible points of view, physical positions of the spectators; achieving a removal of the forced estrangement of the 20th Century spectator (the darkness of the room, physical and perceptive isolation, a monodirectional viewing perspective) that evoke the world of the first Happenings of the 1960s, the philosophy of expanded cinema, and successive multimedia installation experiments of the 1980s.	False	train
wikipedia_random8632_Druze_249	I rely on our Moula Al-Hakim the lonely God, the individual, the eternal, who is out of couples and numbers, (someone) the son of (someone) has approved recognition enjoined on himself and on his soul, in a healthy of his mind and his body, permissibility aversive is obedient and not forced, to repudiate from all creeds, articles and all religions and beliefs on the differences varieties, and he does not know something except obedience of almighty Moulana Al-Hakim, and obedience is worship and that it does not engage in worship anyone ever attended or wait, and that he had handed his soul and his body and his money and all he owns to almighty Maulana Al-Hakim.	False	train
wikipedia_random21896531_Jimmy Byrd_0	"James Walker Byrd (born November 20, 1937) is an American country music musician known for his distinctive style of ""Chicken Pickin"" guitar playing  Byrd started his musical career playing at a local establishment in Phoenix, Arizona called JD's, his first band was with Alvis Cole, Dub Bryan, and Bobby Munari where Jimmy first met then local musician Waylon Jennings, later in his career Byrd would play guitar for live stage and TV appearances as a band member for Jennings, Dolly Parton, Johnny Cash and other well known country music artists."	False	dev
wikipedia_random4401966_Come Wander with Me_43	"""Come Wander With Me"" was covered by The Gathering's former vocalist Anneke van Giersbergen on her solo record Air (released under the moniker Agua de Annique); by British Sea Power on Man Of Aran (their 2009 soundtrack to the 1934 film of the same name); by Hidden Highways on their debut EP; by Cedric Bixler-Zavala of The Mars Volta during the Omar Rodriguez-Lopez Group tour in 2011; by Emilie Satt, whose cover of the song was used by Lacoste in an ad for their fragrance ""Love of Pink""; and by Swedish singer Anna von Hausswolff on her 2015 album The Miraculous."	False	test
wikipedia_random49932097_Charles B. Rangel International Affairs Fellowship_8	Undergraduate institutions that have had students selected for the program include the University of Illinois, Fairfield University, University of Missouri, Princeton University, Paine College, Baruch College, University of Maryland, Baltimore County, Lincoln University, University of Houston, Oklahoma City University, University of Georgia, Ohio State University, University of North Carolina at Chapel Hill, University of Maryland, University of Central Florida, University of South Florida, Middle Tennessee State University, Connecticut College, and Florida Agricultural and Mechanical University.	False	train
wikipedia_random28743972_Forges de la Providence_5	In 1836 the Englishman Thomas Bonehill built puddling furnaces for the Puissant and Licot de Nîmes families; in 1838 the company Société Anonyme des laminoirs, forges, fonderies et usines de la Providence was formed by Clément-Joseph Delbruyère together with Edmond et Jules Puissant and Thomas Bonehill with a permitted capital of 1500,000 francs in order to construct a coke fire blast furnace, together with other equipment from Puissant and Bonehill's company la société le grand laminoir de la Providence, including steam engines (50 and 80 hp), and metal working equipment including hammers, four rolling mills, shears, puddling furnaces, casting equipment and molds as well as associated land, workshops and offices, and refractory brick manufacturing facilities.	False	train
wikipedia_random39490694_Benjamin Tucker_48	The economic principles of Modern Socialism are a logical deduction from the principle laid down by Adam Smith in the early chapters of his “Wealth of Nations,” – namely, that labor is the true measure of price...Half a century or more after Smith enunciated the principle above stated, Socialism picked it up where he had dropped it, and in following it to its logical conclusions, made it the basis of a new economic philosophy...This seems to have been done independently by three different men, of three different nationalities, in three different languages: Josiah Warren, an American; Pierre J. Proudhon, a Frenchman; Karl Marx, a German Jew...That the work of this interesting trio should have been done so nearly simultaneously would seem to indicate that Socialism was in the air, and that the time was ripe and the conditions favorable for the appearance of this new school of thought.	False	dev
