rev_id	comment	is_toxic	split
wikipedia40832516_Sexual Desire (book)_0	"Scruton writes that, ""In the heterosexual act, it might be said, I move out from my body towards the other, whose flesh is unknown to me; while in the homosexual act I remain locked within my body narcissistically contemplating in the other an excitement that is the mirror of my own."""	False	train
wikipedia5844776_Self-sacrifice in Jewish law_0	"Adultery with a married man, fornication, certain types of homosexual conduct (Orthodox authorities and traditionalists within Conservative Judaism consider a broader range of male-male sexual intimacy, including oral sex between men, as forbidden, but not included in the ""die rather than transgress"" prohibitions."	False	train
wikipedia4091317_LGBT rights in Russia_33	"The screenplay writer, Yuri Arabov, who was working on a new biopic of Pyotr Ilyich Tchaikovsky (never released), claimed that ""it is far from a fact that Tchaikovsky was a homosexual,"" this is held in tension with the majority of scholars that acknowledge Tchaikovsky was definitely homosexual."	False	train
wikipedia597799_John Banks (New Zealand politician)_1	"When debating New Zealand's 1993 Human Rights Act, which would prohibit discrimination against gays and lesbians based on sexuality, Banks said that ""The problem with this homosexual business we've now made legal in his [sic] country ... so many of these creeps have now boldly crept out of the wardrobe and parliament is soon going to legislate... to allow sexual deviants or people with sexual alternatives to work... with immunity."""	False	train
wikipedia9219703_Lover (novel)_3	"Amanda C. Gable has argued that Lover ""can be considered an exemplary novel within discussions of both postmodern fiction and lesbian (or queer) theory,"" and calls for ""Harris to be added to the group of writers such as Wittig, Anzaldúa, Lorde, and Winterson, who are discussed within the context of a postmodern lesbian narrative."""	False	train
wikipedia36503525_Florida Family Association_1	In August 2012, Caton created a derogatory term for transvestites, combining the word with homosexual to create “transmo.” The FFA unsuccessfully opposed an Orlando city ordinance to provide job and housing protection to gays, and an anti-bullying bill aimed at banning bullying based on a student's sexual orientation.	False	test
wikipedia2400259_Queer (song)_8	"Garbage incorporated a sample of the drumline from Australian band Single Gun Theory's track ""Man of Straw"" on ""Queer""; this loop was layered with an additional drum part performed by Madison percussionist Clyde Stubblefield, who was known for being the most sampled drummer in history for his uncredited part on James Brown's ""Funky Drummer""."	False	train
wikipedia737103_Lambda Literary Award_55	Michael Thomas Ford received the Humor award twice (with Alec Baldwin Doesn't Love Me and Other Trials of My Queer Life in 1999 and That's Mr. Faggot to You in 2000), the Romance award twice (with Last Summer in 2004 and Changing Tides in 2008), the Gay Mystery award (with What We Remember in 2010), and the Jim Duggins Outstanding Mid-Career Novelists' Prize in 2014.	False	train
wikipedia37262268_Lisa F. Jackson_0	Jackson's credits as a producer/director include ‘’Meeting with a Killer: One Family’s Journey’’ (2001, Court TV; 2001 Emmy Award nominee), ‘’Life Afterlife’’ (1999, HBO), ‘’The Secret Life of Barbie’’ (1998, ABC; 1999 Emmy Award winner), ‘’Why Am I Gay?’’ (1993) and ‘’Addicted’’ (1997) for HBO’s ‘’America Undercover’’series, ‘’Smart Sex’’(1994) and ‘’No Money, Mo’ Problems’’ (1998) for the MTV series ‘’True Life’’, ‘’The Other Epidemic’’ (1993, ABC), ‘’Firefighters’’ (1997, The Learning Channel), ‘’A Passion to Play’’ (1997, ABC Sports), five episodes of the Hallmark Channel’s acclaimed ‘’Adoption’’ series (2001-2003), including stories shot in Siberia and Guatemala; and two seasons of the hit series ‘’Psychic Detectives’’ (2002-2005, Court TV).	False	train
wikipedia54025510_Madrid Pride_4	WorldPride Madrid 2017 also coincided with two key anniversaries in the history of the LGBT community in Madrid and Spain: the 40th aniversary of the first demonstration in Spain in support of the rights of homosexual people -which took place in Barcelona in 1977- and the 25th anniversary of the foundation of the State Federation of Lesbians, Gays , Transsexuals and Bisexuals (FELGTB, from Federación Estatal de Lesbianas, Gays, Transexuales y Bisexuales).	False	train
wikipedia88235_Springfield (The Simpsons)_0	The town is divided into many neighborhoods, including Rats Nest, Bum Town, Chinatown, Crackton, East Springfield, Greek Town, Russian Town, Junkyville, Little Bangkok, Little Ethiopia, Little Italy, Little Newark, Little Stockholm, Little Seattle, Little Ukraine, Ethnictown, the Jewish Lower East Side, Kelly Terrace, Pressboard Estates, Recluse Ranch Estates, Skid Row, Springfield Harbor, Springfield Heights, Hyperion Drive, Springshire, Tibet Town, the wealthy Waverly Hills, the artistic borough of Sprooklyn, the Lincoln Park Village Housing Project, the Flammable District, a gay district and a fast-food district.	False	test
wikipedia9310874_Robert Bernays_0	"This, along with remarks in Bernays's own diaries and letters (such as ""I suppose that what I really want in a woman is that kind of mental affinity which I get from someone like H[arold] N[icolson]"" and ""he is very fond of me as I am of him"", has led to suggestions that they were actually involved in a discreet homosexual relationship."	False	test
wikipedia28087063_HJ and HT v Home Secretary_2	The Court decided that, on the basis of the 'discretion test', a State party to the Refugee Convention would be entitled to return a homosexual asylum-seeker to his country of origin if he would conceal his identity and sexuality and it would not be unreasonable to expect him to tolerate this.	False	train
wikipedia13551765_Joseph Steffan_3	"When his deposition was taken, Steffan refused to respond to questions about whether he had ever ""engaged in homosexual acts"" as defined by the Navy: ""Bodily contact actively undertaken or passively permitted between members of the same sex for the purpose of satisfying sexual desires."""	False	dev
wikipedia4124328_Bobby Blake_2	"In his book, Unlimited Intimacy: Reflections on the Subculture of Barebacking, Tim Dean, a professor at the University at Buffalo, treats Niggas' Revenge in detail because of the way in which it fetishizes the simultaneous transgression of a number of taboos, all in order, Dean argues, to “conjure the transgressive charge of unprotected anal sex among gay men.” The representation of interracial sex, rape, violence, and incest (between Chris Blake and Bobby Blake) is enhanced by what Dean calls Flex-Deon Blake’s ""phallicized"" appearance."	False	train
wikipedia381488_Messiah College_1	"Related to this issue, Messiah College President Kim Phipps sent a statement to college employees and alumni that read in part, ""There has been much attention given to Messiah's Community Covenant's stance on homosexual behavior in recent media accounts – some of it more accurate and contextual than others."	False	dev
wikipedia22310_Outing_15	"Gabriel Rotello, once editor of OutWeek, called outing ""equalizing"", explaining, ""what we have called 'outing' is a primarily journalistic movement to treat homosexuality as equal to heterosexuality in the media...In 1990, many of us in the gay media announced that henceforth we would simply treat homosexuality and heterosexuality as equals."	False	test
wikipedia24269665_Zap (action)_20	Some of his more successful zaps include: chaining himself to a railing at a taping of The Tonight Show Starring Johnny Carson in 1973; handcuffing himself and a friend to a camera at a taping of The Mike Douglas Show after producers cancelled a planned discussion of gay issues; disrupting a live 1973 broadcast of The Today Show (resulting in an off-camera interview with Barbara Walters, who explained the reason for the zap); and interrupting Walter Cronkite doing a 1973 live newscast by rushing the set with a sign reading Gays Protest CBS Prejudice (after a brief interruption, Cronkite reported the zap).	False	test
wikipedia34274411_Sexual Preference (book)_10	considered their sample of homosexual adults more representative than those used in previous studies, and argued that the fact that they examined blacks separately from whites, and men separately from women, helped them to determine the extent to which patterns of homosexual and heterosexual development depend on race and sex.	False	train
wikipedia25326806_It Is Not the Homosexual Who Is Perverse, But the Society in Which He Lives_5	Many viewed the harsh view of gay men culture depicted as such attack that it prompted the videotaping of a short, Audience Response to Its not the Homosexual…, shot during a screening and discussion interview with von Praunheim in 1973 at New York’s Museum of Modern Art, and currently precedes many of the film’s screenings.	False	test
wikipedia3948584_Robert Smythe Hichens_1	He first became well known among the reading public with The Green Carnation (1894), a satire of Hichens' friends Oscar Wilde and Lord Alfred Douglas; since the work made clear Wilde was homosexual it was withdrawn from publication in 1895, but not before helping set the stage for Wilde's public disgrace and downfall.	False	test
wikipedia24489978_College for Advanced Studies in Social Theory_0	With the fall of the iron curtain, this coercion disappeared, and since the College's main profile was its diversity and openness to new ideas, philosophies and theories, the College's profile now freely and rapidly ramified into diverse - and pioneering among the Hungarian colleges at that time - topics: environmentalism, sustainability, postmodernism, anarchism, postmarxism, sociolinguistics, phenomenology, post-structuralism, Buddhist economics, feminism, sociology of minorities, queer studies, postcolonialism, network theory.	False	test
wikipedia38745827_Childe Byron_1	"The play's subject matter drew controversy when the administrative director of the museum, in response to pressure from some trustees and a few influential patrons, called on artistic director Keith Fowler to remove a homosexual kiss and delete the word ""fuck"" from an historical quotation attributed to Byron."	False	train
wikipedia1242652_Samantha Bee_0	""", on the dearth of Asian men in U.S. pornography; ""Tropical Repression"", on Ed Heeney, a Florida politician running his campaign based on opposition to gay rights; ""The Undecided"", an over-the-top look at the undecided voters leading up to the 2004 U.S. presidential elections; the ""Samantha Bee's So You Want To Bee A..."" report series, which humorously caricatured the way in which one can easily obtain a certain job, like becoming a 527 group; and a segment entitled ""NILFs"" (""News I'd Like to F#@k""), discussing the sexiness of news anchors: ""CNN has the wholesome girl-next-door NILFs, the kind you can bring home to meet your mother."	False	train
wikipedia7048903_Section 377 of the Indian Penal Code_7	Many legal experts have suggested that the judges in the right to privacy case have in-effect invalidated the reasoning behind the 2013 Judgement, thus laying the ground-work for Section 377 to be read down and restoring the 2009 Judgement of the High Court thereby decriminalising homosexual sex.	False	test
wikipedia52898110_Queer of Color Critique_7	"In the words of scholar Gayatri Gopinath, ""While both queer of color and queer diasporic analysis are part of a collective endeavor to reshape queer studies through a thorough engagement with questions of race, nationalism, and transnationalism, it may also be useful to explore some of the points at which the interventions and emphases of each project both intersect and diverge."""	False	dev
wikipedia1961177_Devlin Waugh_1	"Waugh, by contrast, was a camp homosexual exorcist priest, employed by the future Vatican City, with medals in flower-arranging and Olympic high-diving, a bodybuilder's physique and a cutting line in humour; his main motivation was simply to do ""Anything to offset the dreadful ennui of it all!"""	False	dev
wikipedia44257041_Queerbaiting_19	As with Supernatural, fans who support this allegation cite the multiple relationship jokes and repeated use of common romantic tropes directed at Holmes and Watson and claim that the use of these tools with no intention to follow through with an explicit romance constitutes queer baiting.	False	test
wikipedia24270601_The Other Martin Loring_4	In response, the Gay Activists Alliance sent a letter to ABC's Standards and Practices (S&P) department advising that the script's portrayal of homosexuality was negative; GAA knew that the popularity of the Welby series would mean that any negative message would reach an extremely wide audience.	False	train
wikipedia2604483_Robert Boothby, Baron Boothby_3	Because Boothby's close friend Tom Driberg – a senior Labour MP, and also homosexual – also associated with the Krays, neither of the major political parties had an interest in publicity, and the paper's owner Cecil King came under pressure from the Labour leadership to drop the matter.	False	train
wikipedia10380708_Homosexuality and the Catholic Church_73	"James Alison, a priest formerly a member of the Dominican Order and in the United Kingdom, has also argued that the teaching of the Congregation for the Doctrine of the Faith On the Pastoral Care of Homosexual Persons regarding gay people is incompatible with the Gospel, and states that ""it cannot in fact be the teaching of the Church."""	False	train
wikipedia13070_LGBT social movements_87	The exclusion of homosexuality from the sexual education curriculum, in addition to the absence of sexual counseling programs in public schools, has resulted in increased feelings of isolation and alienation for gay and lesbian students who desire to have gay counseling programs that will help them come to terms with their sexual orientation.	False	train
wikipedia17828192_Virtually Normal_30	"Steinfels described Sullivan's discussion of his own homosexuality as ""unpretentious but honest"", and welcomed the ""generous regard"" with which he treated ""The Pastoral Care of Homosexual Persons"", despite his disagreement with its position that homosexuality is an ""objective disorder""."	False	dev
wikipedia42026413_LGBT history in Honduras_1	"For the ""hombres"", these acts do not carry the stigma of being seen as ""homosexual"" (though some taboo exists about open discussion of such relationships); the young men consider themselves fully heterosexual and almost always marry by their mid-twenties, limiting their sexual activity thereafter to women."	False	dev
wikipedia14240799_Tom Cruise: An Unauthorized Biography_1	"When an attorney for Tom Cruise read reports that Morton had obtained letters asserting Cruise had a homosexual affair while filming Eyes Wide Shut, he commented on a November 2005 letter he had written to Morton: ""I wrote a letter to Mr. Morton back in November and said he obviously was entitled to write the book but 'make sure you check your facts'."	False	test
wikipedia2165676_Homosexuality in India_4	While injunctions on homosexuality's morality are not explicitly mentioned in the religious texts central to Hinduism, the largest religion in India, Hinduism has taken various positions, ranging from homosexual characters and themes in its texts to being neutral or antagonistic towards it.	False	dev
wikipedia2748828_Diana Scarwid_0	Scarwid's next roles were as a nurturing guidance counselor in the made-for-TV film Desperate Lives (1982); an abducted woman in the 1983 science-fiction film Strange Invaders; a heroin-abusing student teacher in Rumble Fish (1983); a lesbian funeral parlor-beautician in Silkwood, the 1983 autobiographical film depicting the turn of events which led up to the disappearance of Karen Silkwood; a rape victim in the revenge film The Ladies Club; a suicidal nun in Psycho III (1986), the second sequel to Alfred Hitchcock's Psycho and the third film in the Psycho series; and Farrah Fawcett's character's roommate in the 1986 film adaptation of William Mastrosimone's 1982 play Extremities.	False	train
wikipedia54561095_Little Wrecks_0	Parallel experiences often invite the reader to compare characters in pairs: Isabel and Magda have heterosexual relationships which illustrate patriarchal violence (Isabel with Charlie, who fantasises that he is raping her, and Magda with Jeff, who does rape her); Isabel and Ruth respond to patriarchy with violence (Isabel by murdering a man who sexually assaults her and Ruth by tampering with the brakes on her mother's boyfriend's car); Isabel and Ruth have homosexual sex (with each other); and Ruth and Magda manage to navigate their patriarchal environment successfully enough to avoid imprisonment.	False	dev
wikipedia29177_Spaghetti Western_0	The exception is Giorgio Capitani's The Ruthless Four – in effect a gay version of John Huston's The Treasure of the Sierra Madre – where the explicit homosexual relation between two of its male main characters and some gay cueing scenes are embedded with other forms of man-to-man relations through the story.	False	dev
wikipedia34445482_Princess Bubblegum_1	"Seibert's decision to remove the video also proved controversial; Bitch magazine later wrote an article about how the episode ""handled female desire—female queer desire at that—in a subtle but complex way"", but that the removal of the recap and the studio's perceived treatment of the controversy was detrimental towards the acceptance of queer romance in children's television."	False	train
wikipedia15221513_1970s in LGBT rights_12	"The Netherlands changes the homosexual age of consent to 16, the same as the straight age of consent; The U.S. Libertarian Party calls for the repeal of all victimless crime laws, including the sodomy laws; Dr. Frank Kameny becomes the first openly gay candidate for the United States Congress; The University of Michigan establishes the first collegiate LGBT programs office, then known as the ""Gay Advocate's Office."""	False	test
wikipedia43706777_Proyecto ContraSIDA por Vida_4	University of California, Berkeley professor, Juana María Rodríguez devotes a chapter of her book Queer Latinidad: Identity Practices, Discursive Spaces to the organization, focusing on its inventive use of linguistic and visual practices, and outlining how PCPV organizing practices challenged existing identity-based models of community engagement.	False	train
wikipedia1918232_Sexual orientation and military service_80	This ambiguity was resolved by the Major-General of the Medical Service who clearly stated that new medical statute “does not forbid people of non-standard sexual orientation from serving in the military.” Thereby, as of July 1, 2003, homosexual people in Russia can serve in the military.	False	dev
wikipedia9451657_Banned Books Week_0	"Candi Cushman, Focus on the Family's education analyst, said that ""parents have every right and responsibility to object to their kids receiving sexually explicit and pro-gay literature without their permission, especially in a school setting""; pointing out that the children's book And Tango Makes Three, about same-sex penguin parents, was one of the books at the top of ALA's most-challenged list, she criticized the event for its ""promotion of homosexuality to...6- or 7-year-old [children] against their will."""	False	dev
wikipedia1173571_The Warriors (film)_0	Originally, the character of Fox was supposed to end up with Mercy, while Swan was captured by a rival, homosexual gang known as the Dingos, only to escape later: however, Hill watched the dailies and realized that Beck and Van Valkenburgh had great chemistry; the script was rewritten so that their characters ended up together.	False	train
wikipedia46846968_National Queer Asian Pacific Islander Alliance_2	NQAPIA works with local LGBTQ AAPI groups to address a wide range of LGBTQ AAPI issues such as speaking out for immigration reform, partnering with the National Gay & Lesbian Task Force on a national survey of the needs and concerns of LGBTQ AAPIs, support convenings for queer women and South Asians, leading workshops on organizing LGBTQ AAPIs for social change, and hosting national trainings and issue briefings for leaders of LGBTQ AAPI organizations.	False	train
wikipedia13274743_City of Angels (album)_0	"Another song on City of Angels, ""Ain't Nobody Straight in L.A."", caused controversy due to addressing the subject of homosexuality: ""Ain't nobody straight in L.A./It seems that everybody there is gay"" The album's cover depicted The Miracles' ""star"" on the Hollywood Walk Of Fame, although the group actually did not have such a star back in 1976."	False	dev
wikipedia37925771_Billy Douglas (One Life to Live)_10	"The program began receiving negative fan mail amid pairing Billy in a romantic relationship with Rick Mitchell (Joe Fiske) in December 1992, and wrote the character out with Phillippe leaving the series in 1993, with one show writer remarking that it was ""difficult to maintain a homosexual character as a hero."""	False	train
wikipedia24877560_Gay Student Services v. Texas A&M University_13	"On 31 March and 1 April 2010, through the efforts of the GLBT Resource Center, the GLBT Professional Network and the Queer Studies Working Group at Texas A&M, and with funding from many campus bodies including the President's Office, the university celebrated the 25th anniversary of the Supreme Court's inaction with a well-attended two-day symposium, ""25 Years After,"" that featured an exploration of ""Queer of Color"" the first day and ""GLBT in Higher Education"" on the second, featuring a keynote speech by the openly gay president of Roosevelt University, Charles R. Middleton."	False	train
wikipedia19457077_Hare Krishna movement and sexual orientation_4	"In his essay ""Moral Thesis Unveiled"", written as a criticism to Hridayananda dasa Goswami's views on sexual morality which were stated in a paper called “Vaisnava Moral Theology and the Homosexual Issue” ( also called ""Moral Thesis"" ), Danavir Goswami has stated: ""Now by disclosing this “easier rule-lesser of evils” theory, the Moral Thesis makes it easy to see the basis of the “gay monogamy” proposition."	False	test
wikipedia44395239_John Abdallah Wambere_6	According to Stephen Langa, who organized the visit, Lively gave a series of talks about the “the gay agenda — that whole hidden and dark agenda” — and the threat homosexuals posed to Bible-based values and the traditional African family.” Later that year, a Ugandan politician proposed the Anti-Homosexuality Bill of 2009, which threatened the death penalty to those convicted of homosexuality.	False	train
wikipedia24826211_Forbidden relationships in Judaism_0	Conservative Judaism's Committee on Jewish Law and Standards has validated different approaches to homosexuality and bisexuality, with one opinion being alike the Orthodox position in many respects and another opinion permitting many forms of homosexual sex and relationships while continuing to regard anal intercourse between men as prohibited.	False	train
wikipedia10380708_Homosexuality and the Catholic Church_146	"After recalling what it had already stated in its 1986 letter to the Bishops of the Catholic Church on the pastoral care of homosexual persons, it declared that, because of the moral concern that sexual orientation raises, it is different from qualities such as race, ethnicity, sex or age, and therefore ""there are areas where it is not unjust discrimination to take sexual orientation into account, for example, in the placement of children for adoption or foster care, in employment of teachers or athletic coaches, and in military recruitment""."	False	train
wikipedia49900268_Pearl (Steven Universe)_2	"However, this aspect of her character has also received some criticism: Pearl's jealousy when Rose shows interest in a male character in flashbacks has been described as operating under a ""psycho lesbian"" trope, which ""often casts queer women as... predators of would-be heterosexuals""."	False	train
wikipedia1727494_Gay liberation_56	"Although a short-lived group, the Comite Pederastique de la Sorbonne, had meetings during the student uprising of May 1968, the real public debut of the modern gay liberation movement in France occurred on 10 March 1971, when a group of lesbians from the Front Homosexuel d'Action Révolutionnaire (FHAR) disrupted a live radio broadcast entitled: ""Homosexuality, This Painful Problem""."	False	train
wikipedia28162930_2010 Players Championship_0	Stephen Ames (3,6), Cameron Beckman (3), Jason Bohn (3), Stewart Cink (2,3,5,9), Ben Crane (3,11), Ernie Els (2,3,7,9,11), Jim Furyk (2,3,9,11), Brian Gay (2,3), Lucas Glover (2,3,5,9), Nathan Green (3), Bill Haas (3,11), Dustin Johnson (2,3,9,11), Zach Johnson (2,3,5,9), Matt Kuchar (3,9,11), Martin Laird (3), Derek Lamely, Hunter Mahan (2,3,9), Troy Matteson (3), Rory McIlroy (9), Phil Mickelson (2,3,5,6,7,8,9,11), Ryan Moore (3), Geoff Ogilvy (2,3,5,7,9), Ryan Palmer, Kenny Perry (2,3,9), Ian Poulter (3,7,9), John Rollins (3), Rory Sabbatini (3), Heath Slocum (2,3), Henrik Stenson (6,9), Bo Van Pelt (3), Camilo Villegas (3,8,9,11), Tiger Woods (2,3,5,7,8,9), Yang Yong-eun (2,3,5,9).	False	dev
wikipedia172550_International relations theory_3	This includes the ways in which queer subjects and practices are disciplined, normalized, or capitalized on by traditional sites of power; how queer identities have often been the focus of domestic and foreign policy in heteronormative states; and how the order-versus-anarchy dichotomy in traditional international relations theory socially manifests itself in normal-versus-perverse and hetero/homo-normative versus queer dichotomies.	False	test
wikipedia33674805_Andrew Wommack_0	The Uganda Anti-Homosexuality Bill  is a legislative proposal that would broaden the criminalisation of same-sex relations in Uganda domestically, and further includes provisions for Ugandans who engage in same-sex relations outside of Uganda, asserting that they may be extradited for punishment back to Uganda, and includes penalties for individuals, companies, media organisations, or non-governmental organisations that know of gay people or support LGBT rights.	False	train
wikipedia1447692_Cherríe Moraga_15	In that text she argues that young people are being pressured into transitioning by the larger queer culture, stating “the transgender movement at large, and plain ole peer pressure, will preempt young people from residing in that queer, gender-ambivalent site for as long and as deeply as is necessary.” (184).	False	dev
wikipedia8300831_Jonestown: The Power and the Myth of Alan Jones_2	"The extract, with italicised links by former Media Watch host and author David Marr, concentrated mainly on the claims that Jones was homosexual, his behaviour while the senior English master at The King's School at Parramatta in Sydney and an alleged ""cottaging"" incident in London."	False	train
wikipedia23174773_LGBT rights in Queensland_5	LGBT rights have been politically polarised - the Queensland branch of the Australian Labor Party supported the decriminalisation of homosexual sex and anti-discrimination protections as early as 1981 and have introduced various legal reforms when in power, while the socially conservative Liberal National Party of Queensland and its predecessor the National Party has traditionally been more hostile.	False	train
wikipedia32345113_Education and the LGBT community_0	"In the recent history of the expansion of LGBT rights, the issue of teaching various aspects of lesbian, gay, bisexual and transgender life and existence to younger children has become a heated point of debate, with proponents stating that the teaching of LGBT-affirming topics to children will increase a sense of visibility for LGBT students and reduce incidences of homophobia or closeted behavior for children, while opponents to the pedagogical discussion of LGBT people to students are afraid that such discussions would encourage children to violate or question religiously or ideologically motivated rejections of non-heterosexuality in private settings (or promote a ""homosexual agenda"")."	False	train
wikipedia16595629_Peggy Cowley_0	Appearing at moments to be a highly symbolic affirmation of their relationship, as well as a denial of his homosexual past (the 'broken tower' can be read as a defeated phallus), the poem was written just months before Crane committed suicide by jumping off the side of a boat in 1932, while on a trip to New York City.	False	dev
wikipedia10848321_Homosexuality and The Church of Jesus Christ of Latter-day Saints_12	The pamphlet taught that church leaders may assist gay members by reciting scripture; appealing to their reason; encouraging them to abandon gay lovers and associates; praying with them; and encouraging them to replace any sexual expression of their homosexual feelings with heterosexual expressions like opposite-sex dating.	False	train
wikipedia1774823_Arthur J. Finkelstein_2	But Finkelstein's greatest personal challenge that year came with the August issue of Boston magazine, which revealed his private life as a homosexual; the ostensible excuse for the outing was that several Finkelstein clients had voted against gay-rights measures in Congress, and his work to elect them was therefore inconsistent and/or hypocritical.	False	dev
wikipedia11789988_John Clayton Nienstedt_0	"Shortly after becoming Archbishop, he discontinued the gay pride prayer service that was held at St. Joan of Arc Church in Minneapolis; he had earlier described homosexuality as a ""result of psychological trauma"" that ""must be understood in the context of other human disorders: envy, malice, greed, etc."""	False	test
wikipedia5097395_Homophobia_16	In Saudi Arabia, the maximum punishment for homosexuality is public execution, but the government will use other punishments – e.g., fines, jail time, whipping – and even forced sex change as alternatives, unless it feels that people engaging in homosexual activity are challenging state authority by engaging in LGBT social movements.	False	dev
wikipedia52520560_Juana María Rodríguez_7	Rodriguez's second book Sexual Futures, Queer Gestures, and Other Latina Longings (NYU Press 2014) looks at queer kinship practices, sodomy laws in Puerto Rico, Latin dance styles, commercials, pornography, burlesque, queer pride marches, alongside sexual practices such as BDSM, polyamory, daddy-play, and butch-femme role playing to examine the relationship between sexual politics and sexual practices.	False	train
wikipedia33453685_Choreopoem_0	Influenced by women from the Black Arts Movement, based on Black Nationalism that encouraged black separatism, and the feminist arts movement, which focused on using art of various mediums as acts against war and in favor of civil and homosexual rights, Shange wanted to create a genre that was interdisciplinary and allowed for performers to use all senses of the body.	False	train
wikipedia4083182_LGBT rights in Jamaica_2	"In 2009, Ernest Smith, a Labour Party member of Parliament, stated during a parliamentary debate that ""homosexual activities seem to have taken over"" Jamaica, described homosexuals as ""abusive"" and ""violent"", and called for a stricter law outlawing homosexual conduct between men that would impose sentences of up to life in prison."	False	test
wikipedia17846_Lesbian_108	Based on Kinsey's scale where 0 represents a person with an exclusively heterosexual response and 6 represents a person with an exclusively homosexual one, and numbers in between represent a gradient of responses with both sexes, 6% of those interviewed ranked as a 6: exclusively homosexual.	False	dev
wikipedia30514539_Zoe Dunning_2	In January 1993, while a student at the Stanford Graduate School of Business, she announced her homosexuality at a rally in support of Petty Officer Keith Meinhold, saying, “I am both a naval officer and a lesbian, and I refuse to live a lie anymore.” Meinhold acknowledged his gay status on ABC's World News Tonight on May 19, 1992.	False	train
wikipedia147384_David Norris (politician)_7	"He criticised Pope John Paul II's statements on homosexuality because he said they led to anti-gay violence, saying that the pope was an ""instrument for evil as far as I'm concerned because these constant, unremitting, ignorant, ill-informed attacks on the gay community have led to violence against the gay community""."	False	test
wikipedia36348059_National Gay Task Force v. Board of Education_6	"It used the example of a teacher who went before the Oklahoma legislature or appeared on television to urge the repeal of the Oklahoma anti-sodomy statute would be ""advocating,"" ""promoting,"" and ""encouraging"" homosexual sodomy and creating a substantial risk that his or her speech would come to the attention of school children or school employees if he or she said, ""I think it is psychologically damaging for people with homosexual desires to suppress those desires."	False	train
wikipedia40423556_The Green Bay Tree_0	"The Green Bay Tree is a 1933 three-act drama written by Mordaunt Shairp that explores a ""half-suggested homosexual relationship"" between a man and his protégé or, in the words of one critic ""a rich hot-house sybarite"" and someone ""he adopted at a tender age and has reared in emasculating luxury""."	False	train
wikipedia216395_Reform Party of Canada_1	Reform MPs Jan Brown and Stephen Harper (who would later become Prime Minister) in the 1994 Reform Party convention went against the majority of the delegates of the Reform Party by refusing to support a motion that called for the Reform Party to oppose the allowance of homosexual couples to be treated the same as heterosexual couples.	False	test
wikipedia9766638_Whoop-Dee-Doo!_0	"Despite the exuberantly camp style, the songs belie their surface silliness and the show's apparent amateurishness, and often have a serious point: ""Born This Way"" is a rousing song about the nature vs. nurture debate of the origins of homosexuality, ""Last One Picked"" looks at gay schooldays, and ""A Soldier's Musical"" makes points about gays in the military."	False	train
wikipedia2606209_Westside High School (Houston)_0	Asian Cultural Society, Bike Club, Black Student Union, BSA Advancement, BPA, Chinese Club, Christians on Campus, Close Up, Ecology Club, EOE Step Club, Fellowship of Christian Athletes, Fitness Club, French Club, Future Farmers of America, Future Teachers of America, Gaming/Anime Club, Gay-Straight Alliance, Guitar Hero Club, History Club, HOSA, Hot Air Balloon Club, Howlin' Respect, Humanities, Investment Club, Kite Flying Society, Latin Club, Math Club, Movie Buffs, Name That Book, Theatre Production, Technical Theatre, Playwrighting They Say Literacy Magazine Club, SECME, Ultimate Frisbee, Young Democrats, Young Liberal Minds of America Young Republicans, W.O.R.D.	False	test
wikipedia47450266_New York City Parents Union_0	In addition to their opposition to certain tenure protections, their commentaries have been published widely regarding a number of other contentious issues, including opposition to the use of bathrooms by transgender students, criticism of credit recovery programs intended to boost graduation rates, and expressing concern for the situation of minority students and teachers, including the controversial firing of two untenured African American teachers and alleged discrimination against a third black teacher by a principal at a Queens high school.	False	train
wikipedia6803280_Theatre Rhinoceros_4	Committed to exploring the impact of AIDS on the gay community, The Rhino produced several important new plays, including the collaboratively written The AIDS Show: Artists Involved with Death and Survival and an updated version titled Unfinished Business that was the subject of a PBS documentary by Rob Epstein and Peter Adair, Doug Holsclaw's Life of the Party and The Baddest of Boys, Leland Moss's Quisbies, Robert Pitman's Passing, Anthony Bruno's Soul Survivor, and the Henry Mach–Paul Katz (not to be confused with cellist Paul Katz), musical Dirty Dreams of a Clean-Cut Kid, as well as cult classics like Tom Eyen's Women Behind Bars.	False	train
wikipedia28791135_Will Munro_11	"His dedication to community work (including volunteering for a decade at an LGBT youth crisis hotline) and to creating social and sexual stimulation for the queer community outside the decaying gay ghetto (namely, his wonderfully raunchy club night, Vazaleen, and his participation as a founding partner in revitalizing the Beaver Café) is unmatched.""."	False	train
wikipedia17711862_LGBT rights in Zambia_2	"According to a report submitted to the United Nations Human Rights Committee by Global Rights and the International Gay and Lesbian Human Rights Commission, the criminalization of consensual homosexual sex in Zambia ""has a devastating impact on same-sex practicing people in Zambia""."	False	train
wikipedia2299396_Gay Shame_34	There is so much self-congratulatory rhetoric in San Francisco, especially in radical-identified queer spaces, and we’re never going to get to something beyond a cooler marketing niche unless we can examine the ways that so often in radical queer spaces people treat one another just as horribly as in dominant straight culture or mainstream gay culture, and it hurts so much more when this kind of viciousness comes from people you actually believe in.	False	dev
wikipedia44257041_Queerbaiting_21	However, their refutations have done little to quell the controversy around this issue, with some fans choosing to believe that these claims are themselves an act meant to increase the surprise of eventual romance, and others arguing that the denial of textual romance in fact solidifies the allegation of queer baiting.	False	dev
